timestamp,steer,throttle,brake,speed_kmh,steer_minmax,throttle_minmax,brake_minmax,speed_kmh_minmax,steer_zscore,throttle_zscore,brake_zscore,speed_kmh_zscore
center_2025_02_21_19_54_41_762.jpg,0.0,0.0,0,9.14e-06,0.5360404235399947,0.0,0,2.931494853952089e-07,0.25971852329569356,-5.585571025582885,0.0,-4.8977736992382725
center_2025_02_21_19_54_41_828.jpg,0.0,0.0,0,7.04e-06,0.5360404235399947,0.0,0,2.2443490571779638e-07,0.25971852329569356,-5.585571025582885,0.0,-4.8977740564064085
center_2025_02_21_19_54_41_898.jpg,0.0,0.0,0,1.94e-07,0.5360404235399947,0.0,0,4.253759694316011e-10,0.25971852329569356,-5.585571025582885,0.0,-4.89777522077453
center_2025_02_21_19_54_41_964.jpg,0.0,0.0,0,5.36e-06,0.5360404235399947,0.0,0,1.6946324197586638e-07,0.25971852329569356,-5.585571025582885,0.0,-4.897774342140917
center_2025_02_21_19_54_42_037.jpg,0.0,0.0,0,2.5e-07,0.5360404235399947,0.0,0,2.257764760829268e-09,0.25971852329569356,-5.585571025582885,0.0,-4.897775211250047
center_2025_02_21_19_54_42_108.jpg,0.0,0.0,0,2.91e-06,0.5360404235399947,0.0,0,8.929623235221844e-08,0.25971852329569356,-5.585571025582885,0.0,-4.897774758837075
center_2025_02_21_19_54_42_176.jpg,0.0,0.0,0,8.79e-07,0.5360404235399947,0.0,0,2.28394174356352e-08,0.25971852329569356,-5.585571025582885,0.0,-4.897775104269686
center_2025_02_21_19_54_42_246.jpg,0.0,0.0,0,7.01e-06,0.5360404235399947,0.0,0,2.234532688652619e-07,0.25971852329569356,-5.585571025582885,0.0,-4.89777406150881
center_2025_02_21_19_54_42_314.jpg,0.0,0.0,0,4.38e-06,0.5360404235399947,0.0,0,1.3739643812640722e-07,0.25971852329569356,-5.585571025582885,0.0,-4.8977745088193805
center_2025_02_21_19_54_42_384.jpg,0.0,0.0,0,6.97e-06,0.5360404235399947,0.0,0,2.221444197285493e-07,0.25971852329569356,-5.585571025582885,0.0,-4.897774068312012
center_2025_02_21_19_54_42_453.jpg,0.0,0.0,0,6.11e-06,0.5360404235399947,0.0,0,1.9400416328922798e-07,0.25971852329569356,-5.585571025582885,0.0,-4.897774214580868
center_2025_02_21_19_54_42_520.jpg,0.0,0.0,0,8.97e-06,0.5360404235399947,0.0,0,2.8758687656418026e-07,0.25971852329569356,-5.585571025582885,0.0,-4.897773728151884
center_2025_02_21_19_54_42_592.jpg,0.0,0.0,0,2.19e-06,0.5360404235399947,0.0,0,6.57369478913913e-08,0.25971852329569356,-5.585571025582885,0.0,-4.897774881294722
center_2025_02_21_19_54_42_664.jpg,0.0,0.0,0,1.95e-06,0.5360404235399947,0.0,0,5.7883853071115576e-08,0.25971852329569356,-5.585571025582885,0.0,-4.897774922113937
center_2025_02_21_19_54_42_733.jpg,0.0,0.0,0,5.16e-07,0.5360404235399947,0.0,0,1.0961611519968186e-08,0.25971852329569356,-5.585571025582885,0.0,-4.89777516600875
